,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
1138,coffee rich flavor expect dark roast minimal bitterness suspect folks checking r...,Neutral,18.0%,78.9%,3.1%
1139,whim decided order lbs container snappy yellow popcorn getting rather tired typi...,Neutral,11.3%,53.0%,35.7%
1140,dont know maybe got bad batch pastry sandy texture broken million pieces time go...,Negative,17.5%,36.1%,46.4%
1141,one best pumpkin flavors available seasonally though stock every year used purch...,Positive,62.5%,12.3%,25.2%
1142,product worked well small cakes also tasted great cakes inches would pull hole a...,Positive,64.7%,22.9%,12.4%
1143,lemon lotus pack shots first time user item mind altering powerfull expected sta...,Neutral,30.2%,54.0%,15.8%
1144,chilling fridge seems boost flavor even using rather corn chips make nachos tast...,Neutral,41.2%,56.4%,2.4%
1145,simple delicious light taste coconut dont want plain water really treat best col...,Positive,46.9%,8.9%,44.3%
1146,great price family loves dark chocolate lindt products gave boxes christmas gift...,Positive,57.5%,14.8%,27.6%
1147,product came like looks photo mini book contains lot good information detox impr...,Negative,11.7%,7.0%,81.3%
1148,deep dark smoky mystical love tea plan place regular rotation makes delightful i...,Positive,83.6%,13.0%,3.5%
1149,simply delicious sale buy case earthquake kit cant beat...,Positive,70.3%,21.4%,8.3%
1150,barilla pasta one favorite nonspecialty low glycemic pastas never disappointsbr ...,Neutral,10.5%,54.1%,35.4%
1151,ive read really positive things giving dog pumpkin didnt work dog hated pumpkin ...,Neutral,13.5%,55.4%,31.1%
1152,winter season come choosing starbucks coffee go gimgerbread holiday flavors than...,Neutral,1.9%,70.1%,28.0%
1153,heed advice go eat measure portion seal bag put timed lock pretty high calorie s...,Neutral,23.3%,68.9%,7.9%
1154,say disappointed bread suspicious saw fine mix usually nutty grew ireland watche...,Negative,21.5%,35.1%,43.4%
1155,little great aunt traveling somewhere cant remember someone gave tin violet mint...,Neutral,5.4%,82.8%,11.8%
1156,awesome product tastes great good ask...,Negative,25.8%,9.9%,64.2%
1157,shampoo works leaving hair feeling clean moisturized good blowdry lot pleasant s...,Negative,13.3%,9.1%,77.5%
1158,one best strawberry jams ever tasted simple ingredients best foods typically hig...,Negative,9.4%,0.1%,90.6%
1159,coffee good bold would thought espresso coffee use...,Positive,58.3%,10.4%,31.4%
1160,search web lecithin cayenne lecithin natural emulsifier suspends fat bloodstream...,Neutral,0.9%,82.9%,16.2%
1161,shared chips selected friends pass hot heads new mexico everybody thinks qualify...,Negative,33.0%,24.0%,42.9%
1162,beat litter keeps smelling better scoop issues cleaning litter box anymore smell...,Neutral,8.9%,80.4%,10.7%
1163,product awesome love eye dropper bottle allows put drops whole lot...,Negative,26.9%,2.9%,70.2%
1164,peanut butter cookies good packages cookies broken gotten cookies pamela whole b...,Negative,41.2%,9.7%,49.1%
1165,got nestle nestum cerelac product open one open would like reimburse...,Negative,19.2%,12.7%,68.1%
1166,shorted one bar supposed six pack bars five ziplock bag came hopeing correct pro...,Positive,59.7%,5.6%,34.7%
1167,super yummy really hits spot want chocolatey snack wont break calorie bank...,Neutral,36.3%,48.2%,15.5%
1168,lyons gold lable tea always available stores locally pleased find amazon full bo...,Negative,4.4%,14.0%,81.6%
1169,past purchased wabash valley farms real theater popcorn popping oil brand good o...,Neutral,28.2%,67.7%,4.1%
1170,received july shipment dark roast pods amazon able get last several months site ...,Positive,48.4%,44.1%,7.5%
1171,three dogs loved greenies one dog chew food gulps whole cut greenies smaller por...,Negative,7.3%,23.0%,69.6%
1172,love soup tried recently went back local store buy found locally different store...,Neutral,15.5%,60.5%,24.0%
1173,coffee delicious bought couple lb orders definitely buying shipping always extre...,Negative,14.6%,12.2%,73.2%
1174,think rice fantastic packaging problems people mentioned would happy hope issue ...,Negative,3.3%,5.1%,91.5%
1175,ordered wanted try none stores area seem carry normally eat habanero bbq wasabib...,Neutral,5.1%,53.9%,41.1%
1176,taste thought good job mimicking taste home made cookies cinnamony raisiny thoug...,Positive,44.2%,24.7%,31.1%
1177,well experienced different brand names produce mangosteen juice believe dynamic ...,Neutral,8.4%,90.6%,1.0%
1178,tried almost kind bars deliciousbr filling low sodium lot fat containbr good kin...,Positive,47.8%,25.1%,27.2%
1179,start saying avid drinker coconut water first probably experience stuff like try...,Neutral,22.0%,77.5%,0.5%
1180,wanted buy whey protein didnt artificial sweeteners natural jarrow makes great p...,Negative,30.5%,23.4%,46.1%
1181,second purchase made delicious sea salt caramels tasted sea salt caramel ashevil...,Positive,56.8%,41.7%,1.5%
1182,pigs dont like brandi think oxbow better purchase oxbow hay next time...,Neutral,5.3%,71.3%,23.3%
1183,years year old son refused eat golf tournament normally fatigued tournament end ...,Negative,45.6%,7.4%,47.0%
1184,href whole kernel sweet corn ounce cans pack abr br lot say already proven quali...,Positive,63.7%,16.4%,19.8%
1185,great tasting cereal lasting crunch whole family loves price good find larger si...,Positive,84.3%,2.1%,13.6%
1186,used pain giving dog two pills twice day pill pockets fill several days worth ti...,Positive,58.3%,40.9%,0.8%
1187,fly traps science fair experiment arrived promptly good shapeall approximately s...,Positive,87.4%,7.1%,5.5%
1188,first say front purchased chocolates lindt site piece ballotin coupondeal vouche...,Negative,15.9%,9.4%,74.7%
1189,cheaper place ive seen dog loves starts drawling since sees grab bag...,Neutral,19.0%,63.6%,17.4%
1190,delicious dont taste sugarfree cant eat many youll plagued flatulence rest day s...,Positive,47.4%,41.9%,10.7%
1191,liked flavor aroma coffee lot drawback comes bag cut open needs put baggie sort ...,Negative,8.1%,34.9%,57.0%
1192,speaks san pellegrino slight touch orange funny thing itwhen youre thirsty two t...,Negative,44.7%,1.6%,53.7%
1193,great tasting product much better cocoas tasted type single serve job well dont ...,Positive,69.1%,15.8%,15.1%
1194,read fat content larabar site said fat laumlrabar plantbased fats healthier anim...,Negative,8.1%,27.6%,64.4%
1195,good turmeric put many jars like powder clumps...,Positive,70.3%,13.1%,16.6%
1196,nothing seller selling item much enjoyed diy spiked drinks however purchase stra...,Positive,54.2%,30.6%,15.2%
1197,nd mio product ive tried must say little dissapointing guidelines quantity would...,Neutral,36.0%,40.6%,23.4%
1198,mo old really enjoys notice cereal mixed breastmilk mins nice know itll quickly ...,Positive,52.4%,46.1%,1.5%
1199,squirrelsi say natures squirrels visit love squirrelogs fun watch eatingmost alw...,Negative,25.6%,34.7%,39.7%
1200,senseo coffee enjoyable cup coffee ever hadbr favorite time morningis cup senseo...,Negative,14.4%,29.0%,56.6%
1201,ive ordered number different kinds kind bars kind plus bars beforebr br cranberr...,Neutral,28.0%,54.2%,17.7%
1202,land lakes hot chocolate variety pack best every flavor good next feel relaxed c...,Neutral,5.9%,89.9%,4.2%
1203,strange taste blueberry taste least concerning taste buds bigelow much better...,Negative,27.2%,21.7%,51.1%
1204,first frosted miniwheats original size frosted miniwheats bite size well reason ...,Positive,74.3%,18.5%,7.1%
1205,turkeychicken version except smells like fish smells like freshly opened sardine...,Positive,67.7%,9.3%,23.0%
1206,really enjoy coffee gotten hooked strong clean taste bitter taste like coffees g...,Positive,47.5%,45.1%,7.5%
1207,bars wonderful love desserts also love eat healthy take care body bars satisfy w...,Negative,29.0%,19.9%,51.1%
1208,im used drink coconut water tree difficult like canned product co far best ive t...,Negative,8.4%,10.7%,80.9%
1209,love coconut oil primarily use hair moisturize sometimes like take taste addicti...,Negative,12.9%,1.9%,85.2%
1210,ill certainly repeat customer tough time finding large salt crystals refill grin...,Neutral,0.3%,97.2%,2.5%
1211,sweet potatoe chips tasty real objection maltodextrin hardly natural nothing fak...,Negative,2.2%,41.2%,56.6%
1212,canned cat food much healthier dry grain free cat food much healthier one grains...,Negative,6.6%,13.5%,79.9%
1213,liked reviews realized wisdom organic coffeeso tried itbr love smooth flavorful...,Positive,61.2%,18.2%,20.6%
1214,ive always one people roll eyes see ads hair products make actual changes hair m...,Negative,38.0%,14.6%,47.4%
1215,altoids spearmint favorite mint many years become increasingly hard find spearmi...,Neutral,20.9%,57.3%,21.8%
1216,coffee fantastic anyone loves flavored coffee esp chocolate best one ive think i...,Positive,76.0%,2.3%,21.8%
1217,good great price case compared bag store mention flavor hard find stores...,Positive,48.2%,21.0%,30.8%
1218,best strawberry milk delicious healthy could want...,Positive,64.6%,6.8%,28.6%
1219,husband likes lot bit different get used less greasy salty taste usual chips buy...,Negative,34.5%,15.4%,50.1%
1220,really like taste balanced nutrition sugar amount product stickiness rather disa...,Negative,13.0%,42.6%,44.4%
1221,people cow isnt american made work office lot people bring dogs yet find one did...,Negative,28.9%,14.6%,56.5%
1222,like strong coffee particularly using keurig coffee machine coffee really wakes...,Positive,63.4%,28.3%,8.3%
1223,recently bought local market decided try quite time purchased mortons light salt...,Neutral,6.2%,87.2%,6.6%
1224,wrote review initially part online conversation actually bought whole foods rath...,Negative,17.6%,7.3%,75.0%
1225,say portable baby food resealable screw top tasty organic fruits trust great nut...,Positive,77.2%,8.6%,14.1%
1226,like dark bold flavor one starbucks sumatra coffee deep rich flavor bold coffee ...,Neutral,33.2%,44.7%,22.1%
1227,dont really buy product know desire feed ones cat cat food costs per oz symptom ...,Negative,26.6%,5.7%,67.7%
1228,experiencing teas since october id give tea five star taste price well far best ...,Positive,46.4%,20.6%,32.9%
1229,great product works whiten teeth freshen dogs breath actually begs natural good ...,Positive,70.3%,18.9%,10.8%
1230,lowreys microwave pork rinds received unacceptable ordered bags bags popped bag ...,Negative,36.2%,12.4%,51.4%
1231,love could nuts great flavor texture...,Negative,3.0%,1.9%,95.1%
1232,noodles tasty cooked well broken time arrived wasnt single whole noodle box stil...,Positive,48.7%,18.1%,33.2%
1233,little morsels moist pure beef taste like high quality roast got teriyaki accide...,Negative,14.7%,27.1%,58.2%
1234,ill begin saying really bought gluten free bonus also lactose free first taste g...,Negative,4.3%,44.3%,51.3%
1235,frequent customer surprised poor quality coconut oil yellow cloudy smelled ranci...,Negative,29.8%,32.8%,37.3%
1236,discovered bariani csa remember superior tasty product ordered case bottles oz b...,Positive,37.7%,27.4%,34.9%
1237,best chili long time would recommend anyone fan chili seller also shipped quickl...,Positive,50.6%,48.4%,0.9%
1238,like product enough used buy least bottle week locally mostly flavor mineral wat...,Negative,36.5%,2.7%,60.8%
1239,say addicted buy cannot maintain discipline need keep house...,Neutral,13.3%,66.5%,20.2%
1240,cookies horrible worst cookies whole life exaggerating opened one boxes tried ea...,Neutral,19.5%,61.2%,19.3%
1241,green mountain apple cider relatively okay taste combination sugarfree caramel p...,Neutral,13.6%,70.5%,15.9%
1242,refreshing cold beverage soothing perfect hot cup tea offers healthful benefits...,Negative,41.2%,2.8%,56.0%
1243,howeverbr get better price target walmart box four approximately bar one drawbac...,Negative,11.5%,15.8%,72.7%
1244,cake caymansthis like remembered arrived promptly cake moist flavorful...,Negative,22.3%,0.4%,77.3%
1245,youre looking organic toasted sesame oil one good buy packaged well glass big pl...,Negative,32.2%,11.2%,56.6%
1246,barley totally free inedible hulls cooks easily steamer set minutes left sit add...,Positive,47.1%,10.4%,42.5%
1247,cookies hard somewhatbr lacking taste threw half bagbr mostly children likebr gi...,Positive,57.7%,39.2%,3.1%
1248,product love however product pictured amazon showed package large greenies arriv...,Neutral,46.1%,53.7%,0.2%
1249,think great best surprise ever bought could eat right jari mostly eat alone whol...,Neutral,33.9%,34.8%,31.3%
1250,almost coffee know order missing wonderful smooth flavor dont consider strong fr...,Positive,46.0%,42.1%,11.9%
1251,never tried davidsons tea ordered herbal chamomile fruit ounce bag wonderful lov...,Neutral,12.4%,84.1%,3.5%
1252,say product delicious addictive reasonably priced well krapelien holm steer us w...,Positive,65.2%,1.7%,33.1%
1253,bought product jars soy butter may arrived discovered expired january giving mon...,Positive,40.1%,34.8%,25.1%
1254,ive used oldfashioned brushes years realizing basting brushes drastically improv...,Positive,68.8%,2.4%,28.8%
1255,product arrived timely well packed generous may use date customer service suppli...,Negative,24.6%,2.7%,72.7%
1256,rich healthy satisfying snack trying make sure get enough calcium dietsor simply...,Negative,30.6%,5.9%,63.5%
