,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
5226,good normal dogs like sheperd rottie month old red nose pit bull killed days lef...,Neutral,10.1%,68.0%,21.9%
5227,year old englishamerican bulldog mix loves chewing nylabonesdingos bought produc...,Positive,57.9%,13.6%,28.5%
5228,used one bag far put lb salmon fillet glazed apple juice reduction results delic...,Positive,64.5%,21.2%,14.4%
5229,bought bag dispenser turned nuisance use took refills company made dispenser una...,Negative,9.3%,3.7%,87.0%
5230,kind bars sweet love fruit nut ratio crunch every bite hoping would work gluten ...,Negative,33.8%,11.2%,54.9%
5231,recently ordered two lovely little plants sparkle star classic pinkflowering des...,Negative,30.8%,27.7%,41.4%
5232,syrup really good lot flavor without overly sweet one two pumps enough give espr...,Positive,42.2%,25.1%,32.7%
5233,concentrated egg nog extract difficult find well worth effort drinking home mix ...,Negative,29.5%,8.9%,61.6%
5234,boy good aroma first open package leaves one great anticipation soon enjoying gr...,Positive,82.3%,10.8%,6.9%
5235,trainer gave one treats try agility class amazing got dogs attention right away ...,Negative,20.5%,24.5%,54.9%
5236,first time tryed easyi also might add goodthey come differet flavors bad price g...,Neutral,13.1%,62.2%,24.7%
5237,crystal light onthego metabolism plus green tea peach mango love taste absolute ...,Positive,84.4%,11.6%,4.0%
5238,perusing cereal aisle lot choices days clearly good ok arent going hour sugar bu...,Negative,25.4%,8.4%,66.2%
5239,son year months loves little sticky enough get things messy like like fruit snac...,Neutral,0.7%,70.3%,28.9%
5240,get better deal order subscription amazonbr br three seven month old kittens dev...,Negative,38.1%,5.8%,56.2%
5241,really smooth mild great older folks come visit want rough cup coffee...,Negative,18.6%,35.3%,46.1%
5242,solid strips flavorful beef slightly tenderized natural papaya enzymes gives jer...,Negative,7.0%,17.2%,75.8%
5243,needed healthier option rice bought hopes would taste like rice opinion tastes b...,Neutral,26.3%,39.1%,34.6%
5244,great cant stop eating amount wasabi flavor perfect definitely going try flavors...,Neutral,34.6%,43.8%,21.5%
5245,ive tried several flavors macadamia apricot best apple cinnamon close secondbr t...,Positive,41.4%,21.7%,36.9%
5246,hoped tea would taste better tastes like steeped weeds backyard...,Negative,12.2%,22.0%,65.8%
5247,drinking melitta lite years far tastier lite half caffeine coffees preference co...,Neutral,0.9%,62.1%,37.0%
5248,pb absolutely best low calorie substitute peanut butter market great flavor mout...,Positive,38.5%,23.7%,37.8%
5249,ive using swheat scoop almost year thought great productuntil started noticing t...,Neutral,20.2%,51.1%,28.8%
5250,would description say great alternative milk contains milk products annoying was...,Neutral,0.4%,90.0%,9.6%
5251,dogs allergies fine switched wellness fush one smell abit still love either drie...,Positive,84.1%,9.2%,6.7%
5252,purchased two boxes coffee pods used pods work correctly keurig machine sounds a...,Positive,41.8%,27.5%,30.7%
5253,basically black tea cinnamon cannot taste raspberry probably right even listed i...,Neutral,12.5%,54.4%,33.0%
5254,looks like good product honey green tea acai disappointed find sucralose artific...,Positive,61.4%,35.4%,3.1%
5255,fantastic movie style poporn easy prepare great tasting taste like movies contai...,Neutral,33.1%,61.4%,5.5%
5256,received tabasco caddy six flavors one flavor memorable typical asian chili sauc...,Positive,71.8%,21.3%,6.9%
5257,coffee strong bitter also priced right believe revenue product goes help needy...,Positive,84.4%,5.0%,10.6%
5258,use combined large everlasting treat ball pit mix occupied combination hour minu...,Neutral,25.5%,56.8%,17.6%
5259,favorite office house burn coffee ive tried wolfgang coffees one far best ive se...,Negative,34.4%,5.7%,59.9%
5260,jack links really good one bests actually real meat hahai dont pay get free dads...,Positive,59.1%,15.4%,25.5%
5261,doggies love rawhide chews worried might like want careful buying treats usa sin...,Positive,67.6%,16.4%,16.0%
5262,without list ingredients cant buy product way contact buyer kind scary...,Positive,55.1%,14.8%,30.2%
5263,reason low rating item flavor expecting light berry flavor would compare flavor ...,Negative,31.9%,0.8%,67.3%
5264,recently got first keurig machine say first love plan get bigger pro model event...,Neutral,21.1%,59.6%,19.3%
5265,want order via subscribe save aware placed cannot cancel stop return order cance...,Positive,36.6%,28.6%,34.9%
5266,delicately flavored herbal tea become favorite mine soothing relaxing warming le...,Neutral,39.8%,45.1%,15.1%
5267,great light medium roast coffee little stronger light roast good highly recommen...,Neutral,45.3%,49.1%,5.6%
5268,awesome cookies planet need treat full sugar nanas fits bill us...,Negative,26.4%,26.3%,47.4%
5269,thought buying regular hot cider cups walmart got home saw sugarfree label disap...,Negative,7.1%,44.5%,48.4%
5270,agree lady explains notsosweet taste little tono taste rated low theese hard can...,Negative,10.4%,5.9%,83.8%
5271,im extremely happy dried mushrooms reason give four stars instead five exactly a...,Neutral,17.1%,58.6%,24.3%
5272,absolutely love true fruit flavor gummys positively addicting purchasing bag abl...,Positive,85.5%,9.2%,5.3%
5273,price go wrong usually double price stores stock good natrual food dog...,Neutral,15.2%,52.3%,32.5%
5274,love sour power belts best great individually wrapped even humid climate wont st...,Neutral,22.9%,50.7%,26.4%
5275,first time tuna cooked without added water oil place eureka ca years backive nev...,Neutral,21.7%,54.2%,24.1%
5276,live pot coffee waste money little sticks fit bill though need wash big ol coffe...,Negative,42.0%,14.3%,43.7%
5277,really thought id like product love watermelon strawberry flavors anything figur...,Neutral,38.8%,49.1%,12.1%
5278,new puppy loves treat pay attention walking training one note pieces quite large...,Positive,75.3%,19.5%,5.2%
5279,used premium edge lamb formula dry dog food years many dog food manufacturers us...,Positive,59.0%,13.3%,27.7%
5280,used product years become hard find area dr oekter products consistently yield o...,Positive,84.1%,5.2%,10.7%
5281,best oatmeal ever tasty wonderful texture cannot recommend product highly enough...,Neutral,40.1%,40.6%,19.3%
5282,planned make batch blackberry mead honey wineand needed good honey id read revie...,Negative,5.3%,46.3%,48.3%
5283,discovered little outoftheway store good price decided try soooooo glad love stu...,Negative,12.4%,0.6%,87.0%
5284,jrt mix smart good first time used puzzle toy took mins get end third time figur...,Negative,1.0%,39.3%,59.7%
5285,brother loved slimjim sale bought whole box unless intending sell dont buy whole...,Neutral,26.2%,72.0%,1.8%
5286,bought toy malteese loves stuck honey nut cheerios inside plays hours trying get...,Neutral,23.6%,64.0%,12.4%
5287,recently discovered gout searched online form home treatment kept coming across ...,Positive,52.3%,34.3%,13.4%
5288,awesome ive fan mio like flavored water better plainso kicks notch vitamins natu...,Positive,73.6%,0.4%,26.0%
5289,ive tried many different chocolates including different types cadburysbr favorit...,Positive,48.9%,15.2%,35.9%
5290,love sugar free vanilla flavor tea makes tea taste much better husband even enjo...,Neutral,10.1%,70.3%,19.6%
5291,son loves excited could buy amazoncom delicious bars poland cant find grocery st...,Neutral,42.4%,48.5%,9.0%
5292,like chips liking think order even though like sweet potato...,Positive,65.0%,30.4%,4.5%
5293,ordered thought bit pricey decided give try anyway im glad dogs absolutely love ...,Neutral,9.7%,55.1%,35.1%
5294,colorful best tasting used sons first bday large party didnt want buy mini cans ...,Negative,11.2%,6.1%,82.7%
5295,grove square hot coco kcups good flavor find kcups enough hot coco mix make perf...,Neutral,33.8%,60.9%,5.4%
5296,extra bold coffee one favorites extra bold could compared bold coffee regular co...,Positive,51.9%,5.4%,42.7%
5297,really like flavor breakfast blend try fog chaser next however also like unique ...,Negative,7.6%,44.2%,48.2%
5298,mild like strong flavor wife likes coffee enough flavor boldness keep enjoyable ...,Positive,59.3%,15.0%,25.7%
5299,extremely smooth dark chocolate truffle treat time time also favorite friends fr...,Negative,7.7%,44.9%,47.4%
5300,second time ordered coffee good blend smooth taste cant go wrong like hazelnut c...,Negative,2.8%,19.9%,77.3%
5301,drink coffee options exhausted coffee vanillacoconut smell sip two cant drink wo...,Negative,2.2%,30.4%,67.4%
5302,received timely packed safely burst packaging really glad people make large enou...,Positive,40.9%,32.6%,26.5%
5303,looked stores around couldnt find cappuccino really liked even tasted good came ...,Neutral,32.4%,40.1%,27.5%
5304,guests really like guess used peas really hot took mixed package trader joes hot...,Neutral,14.2%,44.4%,41.4%
5305,large fenced yard garden areas dont want lab go dont want put another fence with...,Neutral,2.2%,93.9%,3.9%
5306,saltines around ever since beginning time think even get antique tins used sold ...,Negative,8.5%,1.0%,90.4%
5307,pleased good easily available flavor good usually better grocery store tank lobs...,Positive,69.2%,0.2%,30.6%
5308,became aware donut house decaf amazon emailed ad since im longtime buyer kcups i...,Positive,38.2%,29.7%,32.1%
5309,im big juan valdez colombian fan jamaican stuff doesnt kick love coffee sorta fl...,Neutral,27.3%,55.8%,16.9%
5310,kudos nabisco coming new delicious cookie unlike traditional chips ahoy cookie c...,Positive,39.8%,27.2%,33.0%
5311,im oldfashioned kind coffee man good strong black sometimes cream sugar rarely f...,Neutral,4.0%,87.6%,8.4%
5312,pet food industry one infuriating start research discovering trash manufacturers...,Negative,40.5%,3.2%,56.3%
5313,well dogs would eat glad know benefits animals get chewing teeth cleaning breath...,Positive,39.0%,30.6%,30.4%
5314,ive ordered twice company candy arrives fresh tasty far ordered standard maple s...,Positive,66.6%,4.8%,28.5%
5315,decaf coffee delicious price super delivery fast order current supply running lo...,Neutral,23.9%,39.2%,36.9%
5316,switched english bulldog bulldog food food bad rash cant seem get rid person sol...,Positive,74.0%,25.3%,0.7%
5317,son months old picky eater ive tried many formulas luck one likes seems give les...,Neutral,13.5%,50.1%,36.5%
5318,dogs really like six year old adopted spoodle came us bad teeth weight problem t...,Neutral,28.9%,65.6%,5.5%
5319,found white christmas tea another incredible experience harney son silk sachets ...,Negative,19.1%,18.7%,62.2%
5320,kettle brand chips used goodoily crunchy flavorful suspect company bought recipe...,Neutral,5.9%,71.8%,22.3%
5321,first experience gf cookies giving regular cookies breads pastas love challengin...,Neutral,23.6%,74.9%,1.5%
5322,fan newmans products one would consider average maybe expecting much medium roas...,Neutral,20.5%,60.6%,18.9%
5323,first tried green mountain breakfast blend coffee purchased koerig coffee maker ...,Positive,54.0%,34.9%,11.1%
5324,price great subscription tastes great vanilla soy milk sugar content little high...,Negative,2.2%,5.8%,92.0%
5325,add real cream cheese cheesecake one really adds good flavor lighten fold thawed...,Neutral,17.8%,63.1%,19.1%
5326,two cats puppy seeing well new puppy orijen decided switch cats iams onto good s...,Negative,8.3%,32.7%,59.1%
5327,pita chips tasty addictive ive gone bags far think ive found total chips larger ...,Neutral,28.9%,37.8%,33.3%
5328,bought bottle trip ireland several years ago almost didnt make home leftdeliciou...,Neutral,18.0%,44.9%,37.1%
5329,popcorn good get kernels pop may popper price little high amount popcorn receive...,Neutral,20.2%,60.9%,18.9%
5330,tried several different products help dog keep teeth optimum health dentastix wo...,Negative,28.4%,16.1%,55.5%
5331,help keep dogs teeth clean right size lb chihuahua much much better value amazon...,Neutral,9.2%,68.1%,22.8%
5332,kids love strawberry syrup taste like others love design new bottleless mess add...,Negative,9.5%,6.3%,84.3%
5333,gloria jeans great product hazelnut flavored coffee product liked colleagues tra...,Neutral,4.7%,60.1%,35.2%
5334,fits perfectly diabetic diet without consume nutrasweet im one unfortunate inges...,Negative,20.7%,11.8%,67.5%
5335,disappointed happy hips product made china wasnt going pet food store doesnt car...,Positive,51.8%,32.6%,15.6%
5336,lab bottomless pit thought would good way make sure digestion stays healthy coup...,Neutral,32.0%,64.9%,3.1%
5337,ive buying product years always loved used three separate packets pasta seasonin...,Negative,24.1%,31.7%,44.2%
5338,bought wifes birthday variety pack cups put loves looks good counter well made a...,Negative,4.7%,2.6%,92.8%
5339,son loves soups particularly butternut squash bisque im little confused reviewer...,Negative,16.3%,0.2%,83.6%
5340,youre looking great value great taste product skeptical artisan salts sea salts ...,Positive,60.8%,2.9%,36.4%
5341,thrilled get product looked several grocery stores success great low fatlow carb...,Negative,31.5%,33.3%,35.2%
5342,jerky sounded pretty promisingbr br great price use quality beef chemicalsbr br ...,Neutral,32.4%,41.8%,25.8%
5343,packet soup single serving sizebr br packaging little correct misperception soup...,Positive,71.0%,6.3%,22.7%
5344,bought give visiting friends acquaintances got broken...,Negative,11.5%,20.6%,68.0%
5345,cat received eek mouse xmas friend loves even though ignores catnip toys unfortu...,Neutral,12.1%,67.0%,20.8%
